subjects	S	distractor	R	rt
6	word	absent	word	0.424909915145337
6	word	absent	word	0.333914851345872
6	nonword	absent	nonword	0.357624483898586
6	nonword	present	nonword	0.410624053221935
6	nonword	present	word	1.66620038958087
6	nonword	present	word	0.308517359103167
6	nonword	present	nonword	0.547556026130965
6	word	present	word	0.550582257825459
6	word	absent	word	0.640224043131103
6	nonword	absent	nonword	0.417203374469028
6	nonword	absent	nonword	0.720732558736805
6	word	absent	word	0.37204530005124
6	word	absent	word	0.75242479248766
6	word	absent	word	0.412326493889235
6	nonword	present	word	0.525593726259673
6	nonword	present	nonword	1.46101418170429
6	nonword	absent	nonword	0.472807673634304
6	word	absent	word	0.364525243485397
6	nonword	absent	nonword	0.486566332636321
6	nonword	absent	nonword	0.407572708206893
6	nonword	present	nonword	0.357840612785362
6	word	absent	word	0.399930031742152
6	nonword	present	nonword	0.41259935158802
6	word	absent	word	0.296971846999623
6	word	absent	word	0.440083982502984
6	nonword	absent	nonword	0.33864624574787
6	word	present	word	0.454470455130128
6	nonword	present	nonword	0.708950334100863
6	word	absent	word	0.35375806770413
6	nonword	present	word	0.676570252853516
6	word	present	nonword	0.381877873983642
6	nonword	present	nonword	0.552584371233274
6	word	present	word	0.764501632408283
6	nonword	absent	nonword	0.530225649656587
6	word	present	word	0.376943335808137
6	nonword	absent	nonword	0.635703760303805
6	nonword	present	word	0.448383475496429
6	word	absent	nonword	0.372923333238036
6	nonword	absent	word	0.354076655548778
6	word	absent	word	0.542321248684814
6	nonword	absent	nonword	0.342223711530498
6	nonword	present	nonword	0.43501552596199
6	word	absent	nonword	0.43463510807346
6	word	present	word	0.487707799855999
6	word	absent	word	0.764973626037035
6	nonword	absent	nonword	0.60387735996895
6	word	present	word	0.39013965552226
6	word	present	word	0.390651454178516
6	word	absent	word	1.11921147261311
6	word	absent	word	0.433182603374134
6	nonword	absent	nonword	0.522866891475029
6	nonword	present	nonword	0.658703963059161
6	nonword	present	nonword	0.920929747150978
6	nonword	absent	nonword	0.485971488678663
6	nonword	absent	nonword	0.361014032765471
6	word	present	word	1.32082453139697
6	word	absent	word	0.337727209679284
6	nonword	absent	nonword	0.845071276675322
6	nonword	absent	word	0.56703290375628
6	word	present	word	0.710706270650296
6	nonword	present	word	0.705840152501841
6	nonword	absent	nonword	0.478370981836363
6	word	present	nonword	0.35578389705828
6	word	present	word	0.675990062230976
6	word	absent	word	0.383366587845865
6	nonword	absent	nonword	0.438605683575749
6	word	present	word	0.638167353119656
6	nonword	absent	nonword	0.448547912181972
6	word	present	word	0.334098355347848
6	nonword	absent	nonword	0.415979619777734
6	nonword	present	word	0.385311428442164
6	word	present	word	0.699537399419187
6	nonword	present	word	0.928195523827706
6	nonword	present	word	0.309481003798677
6	word	absent	word	0.486495013083544
6	nonword	present	nonword	0.431407795422066
6	nonword	present	nonword	0.781394531970071
6	word	absent	nonword	0.895644212175999
6	word	absent	word	0.429333127501539
6	word	present	word	0.42423026612488
6	nonword	present	nonword	0.659100749352961
6	word	present	word	0.446291731964853
6	nonword	present	nonword	0.658315052061752
6	word	present	word	0.575757133672468
6	nonword	present	nonword	0.689048019736985
6	nonword	absent	nonword	0.427915509773918
6	word	present	nonword	0.348160461957742
6	word	present	word	0.355339426765723
6	nonword	present	word	0.406521533800537
6	nonword	absent	nonword	0.497090024471768
6	word	present	word	1.01021502279589
6	nonword	present	word	0.526999047502138
6	word	absent	word	0.618276604669411
6	word	absent	word	0.35801657998428
6	word	absent	nonword	0.536803334738012
7	nonword	absent	nonword	0.371258804255053
7	word	absent	word	0.310167867403246
7	word	absent	nonword	0.832017398428721
7	word	absent	word	0.72466010929798
7	nonword	absent	nonword	0.490851230041484
7	nonword	present	nonword	0.537905107063597
7	word	present	word	0.267838824754246
7	word	present	word	0.777354715133326
7	word	present	word	0.33033887825374
7	nonword	absent	nonword	0.272477027935044
7	word	absent	word	0.266939746416608
7	nonword	present	nonword	0.437770204137533
7	nonword	present	nonword	0.36530665747775
7	nonword	absent	nonword	0.290795329092945
7	word	absent	word	0.281394295919067
7	nonword	present	nonword	0.490861846085801
7	nonword	present	nonword	0.468115437811492
7	word	present	word	0.398398926414201
7	word	absent	word	0.269574556992507
7	word	present	word	0.309611750500463
7	word	present	word	0.644833914070291
7	word	present	word	0.495435344863363
7	word	absent	word	0.318439020734756
7	word	present	word	0.511063132603047
7	nonword	absent	nonword	0.389118693836083
7	nonword	absent	nonword	0.434297561546468
7	nonword	present	word	0.283121435383599
7	word	present	word	0.354383978640411
7	word	present	word	0.503856913703125
7	nonword	absent	nonword	0.349548408902493
7	word	absent	word	0.364742885860129
7	word	absent	word	0.29047145532261
7	word	absent	nonword	0.305923471610237
7	nonword	absent	word	0.293023867441521
7	nonword	present	nonword	0.322708110498601
7	word	present	word	0.246639695780467
7	nonword	present	nonword	0.385314573028682
7	nonword	present	nonword	0.585371726795259
7	word	absent	word	0.324159944710662
7	nonword	present	nonword	0.297084837287974
7	nonword	present	nonword	0.466046567527978
7	nonword	absent	nonword	0.334814793631119
7	nonword	present	word	0.285583773672988
7	word	absent	word	0.483851479389603
7	word	present	word	0.299082807897872
7	nonword	absent	nonword	0.359452960625596
7	word	present	word	0.354844711921318
7	word	absent	word	0.471586536825878
7	word	absent	word	0.455776727692724
7	nonword	absent	nonword	0.313537061420322
7	nonword	absent	nonword	0.278554080285682
7	nonword	present	nonword	0.339582644792401
7	nonword	present	nonword	0.335699811558257
7	nonword	present	word	0.41951994904611
7	word	absent	nonword	0.750863165838854
7	word	absent	word	0.281250910892448
7	nonword	present	nonword	0.264174720401988
7	word	absent	word	0.281173363482737
7	word	present	word	0.731722209101988
7	nonword	absent	nonword	0.350465472395053
7	word	absent	word	0.260668826126226
7	nonword	present	word	0.271300764758182
7	nonword	present	nonword	0.411020072516279
7	word	absent	word	0.361165812247578
7	nonword	absent	nonword	0.319628958710302
7	word	present	word	0.317637458647684
7	nonword	absent	nonword	0.393480036978455
7	word	present	word	0.313501846174247
7	word	absent	word	0.401263456331777
7	nonword	present	nonword	0.290428794467468
7	nonword	present	nonword	0.952358784954362
7	word	absent	word	0.324649167267227
7	nonword	absent	nonword	0.383141759781793
7	nonword	absent	nonword	0.270788653273661
7	nonword	absent	word	0.25462727836251
7	nonword	absent	nonword	0.48227729357409
7	word	absent	word	0.563297658940734
7	word	present	word	0.513646508015354
7	word	absent	word	0.325336981980398
7	nonword	present	nonword	0.332970929178389
7	nonword	absent	nonword	0.34050034296596
7	nonword	present	nonword	0.497267251179681
7	word	absent	word	0.312204449780307
7	word	absent	word	0.38900129512521
7	word	absent	word	0.31320414838889
7	word	absent	word	0.310611036286164
7	word	present	word	0.458917876417671
7	nonword	present	nonword	0.403822321478547
7	nonword	present	nonword	0.400138573719088
7	nonword	present	nonword	0.468508382290576
7	nonword	absent	nonword	0.508215372146804
7	word	present	word	0.371780283161759
7	nonword	absent	nonword	0.320541925267754
7	word	absent	word	0.442839981280409
7	nonword	absent	word	0.303754093035583
7	nonword	absent	nonword	0.326719245420843
7	nonword	present	nonword	0.364507788089242
7	word	absent	word	0.297470321839888
7	nonword	absent	nonword	0.32791660662424
7	nonword	absent	nonword	0.4042595672084
7	nonword	present	word	0.589505452351165
7	nonword	absent	nonword	0.443491014735962
7	word	absent	word	0.358292048719731
7	word	present	word	0.413942958021197
7	nonword	absent	word	1.12667271738025
7	word	absent	word	0.296184101641844
7	word	present	nonword	0.425549029674399
7	word	absent	word	0.306956807601561
7	word	present	word	0.319457398741859
7	nonword	present	word	0.434599530824645
7	word	absent	word	0.313378958224773
7	nonword	absent	nonword	0.975315754125543
7	word	absent	nonword	0.385200829101749
7	nonword	present	nonword	0.330112664310197
7	nonword	present	nonword	0.299348495244928
7	word	absent	word	0.339667035260229
7	nonword	present	word	0.427996377347182
7	nonword	present	nonword	0.467726423375361
7	nonword	absent	nonword	0.796784554850304
7	nonword	absent	nonword	0.325934387682605
7	nonword	present	nonword	0.321889175355209
7	nonword	absent	nonword	0.397115151631034
7	word	absent	word	0.48839865162863
7	nonword	present	nonword	0.396072238138603
7	word	present	word	0.460045481806749
7	nonword	present	nonword	0.285174409989027
7	word	absent	word	0.462331471601664
7	nonword	absent	nonword	0.666083638398124
7	nonword	present	nonword	0.419058564060631
7	word	present	word	0.585695892177881
7	word	absent	word	0.397833004694412
7	word	present	word	0.72313765521454
7	nonword	present	nonword	0.350626271775603
7	word	present	word	0.284511847426262
7	word	present	word	0.312533283747011
7	word	absent	word	0.289457667727126
7	nonword	absent	nonword	0.302584657511837
7	word	present	word	0.277031320960118
7	nonword	absent	nonword	0.376951646193045
7	nonword	absent	nonword	0.632258137344283
7	word	present	word	0.288072625305716
7	word	absent	word	0.461109368713901
7	word	present	word	0.282774427050046
7	nonword	present	nonword	0.285144228320373
7	word	present	word	0.358647865040531
7	nonword	present	nonword	0.636607699312976
7	nonword	present	nonword	0.307751273931097
7	word	absent	nonword	0.380045990156067
7	word	absent	word	0.386111883180162
7	nonword	present	nonword	0.366641035956633
7	nonword	present	nonword	0.620056811872494
7	word	present	word	0.528598270178633
7	nonword	present	nonword	0.332126039182977
7	word	absent	word	0.282434467042529
7	word	present	word	0.350371021604616
7	nonword	present	word	0.262697590478226
7	word	absent	word	0.386124269458828
7	nonword	present	nonword	0.320155482992007
7	word	present	word	0.70104632936792
7	nonword	absent	nonword	0.496909619258674
7	nonword	absent	nonword	0.302250700922454
7	word	absent	word	0.34017462185827
7	word	present	word	0.289834317965555
7	word	absent	word	0.348913953570486
7	word	absent	word	0.48655014371967
7	word	absent	word	0.388189259481496
7	nonword	present	nonword	0.545344282501652
7	word	absent	word	0.523667522880448
7	word	absent	word	0.53629377769461
7	nonword	present	nonword	0.340132567502552
7	nonword	present	word	0.47306913168461
7	word	present	word	0.485570759017455
7	nonword	absent	nonword	0.433910396512182
7	word	absent	word	0.428426741284067
7	word	present	word	0.297090045283833
7	word	present	word	0.35958404118426
7	word	absent	word	0.32800711224649
7	word	present	nonword	0.355574802544004
7	word	present	word	0.515543965641571
7	nonword	present	nonword	0.378602631839394
7	word	present	word	0.433602042712195
7	word	present	word	0.252355662896796
7	word	present	word	0.75788007757705
7	word	present	word	0.339342510157785
7	nonword	absent	nonword	0.759862085806242
7	word	absent	word	0.562862228046631
7	word	present	word	0.320173433006198
7	nonword	absent	nonword	0.468409685696914
7	word	absent	word	0.412969779254709
7	nonword	present	nonword	0.334862936109233
7	word	present	word	0.426357631818581
7	word	present	word	0.407021471691183
7	word	present	word	0.271626630517852
7	nonword	present	nonword	0.364752660628947
7	word	absent	word	0.339868447764646
7	nonword	absent	nonword	0.45633690893082
7	nonword	present	word	0.283086743786377
7	nonword	present	word	1.0799899133439
7	word	absent	word	0.378126052090641
7	nonword	present	nonword	0.705101378640104
7	nonword	present	word	0.371324417351115
7	nonword	absent	nonword	0.316557056131295
7	nonword	absent	word	0.63198119024491
7	word	absent	word	0.298876399198844
7	nonword	present	nonword	0.35082667217921
7	word	present	word	0.318402643562215
7	word	absent	word	0.327337470746599
7	nonword	absent	nonword	0.391651172634343
7	word	present	word	0.386591600981154
7	nonword	absent	nonword	0.317485585000582
7	word	absent	word	0.286583436058442
7	nonword	present	nonword	0.333866574057544
7	nonword	absent	word	0.410254965388092
7	nonword	present	nonword	0.580255463538888
7	word	present	word	0.402311478956214
7	word	absent	word	0.346158883510358
7	nonword	absent	nonword	0.752108422662148
7	word	present	word	0.398141892543273
7	nonword	present	nonword	0.257889350779354
7	word	absent	word	0.922189655384176
7	word	present	word	0.426500296413228
7	word	present	word	0.315589606183264
7	nonword	absent	word	0.417706304334013
7	word	absent	word	0.40828720443473
7	word	present	word	0.32098856043525
7	nonword	absent	nonword	0.530323208141396
7	nonword	absent	nonword	0.46968830077042
7	nonword	absent	word	0.400668761848341
7	nonword	present	nonword	0.315907619791755
7	word	present	word	0.355940652266462
7	word	present	word	0.297408751390688
7	nonword	present	nonword	0.381576558964916
7	nonword	present	nonword	0.336556894001567
7	nonword	present	nonword	0.278727731573644
7	word	absent	word	0.730426823509146
7	word	present	word	0.405993950072609
7	word	absent	word	0.395536279615512
7	word	absent	word	0.424841527637712
7	word	present	word	0.283982140315536
7	word	absent	word	0.374937844772342
7	word	absent	word	0.459807139297874
7	word	absent	word	0.387351329125358
7	nonword	absent	nonword	0.48461169397225
7	nonword	absent	nonword	0.728635336195029
7	word	present	word	0.401981228201702
7	word	present	word	0.412923757583792
7	word	present	word	0.299087772310971
7	nonword	present	word	0.329252752552394
7	word	present	word	0.271326056772361
7	word	present	word	0.367965783267536
7	word	absent	nonword	0.338984686684987
7	word	present	word	0.353448741955183
7	word	present	word	0.342017365586657
7	nonword	absent	nonword	0.428886089806456
7	word	present	word	0.684517418572092
7	nonword	present	nonword	0.339834427664253
7	word	present	word	0.593285762530601
7	nonword	present	nonword	0.679240012514779
7	nonword	present	nonword	0.494881711365186
7	nonword	present	nonword	0.596053901375877
7	word	absent	word	0.252824353504644
7	word	present	word	0.342826543030579
7	nonword	absent	word	0.589562498196294
7	word	present	word	0.606141000078554
7	word	absent	word	0.290765189848992
7	word	present	word	0.329902797996931
7	nonword	absent	nonword	0.354869280352939
7	word	absent	word	0.356287597162094
7	word	absent	word	0.534035621320974
7	nonword	absent	nonword	0.306562943473058
7	nonword	absent	word	0.255815364256566
7	nonword	absent	nonword	0.944139129974141
7	word	present	word	0.2634130520633
7	word	absent	word	0.507816686987675
7	nonword	present	nonword	1.03062154416186
7	nonword	absent	nonword	0.616893700472907
7	word	absent	word	0.441483370224506
7	word	absent	word	0.901101425130503
7	nonword	absent	nonword	0.422613887150581
7	word	present	word	0.300254861251342
7	nonword	absent	nonword	0.366219595222526
7	word	present	word	0.328389836606967
7	nonword	absent	nonword	0.40499098208098
7	word	absent	word	0.66356628018711
7	nonword	absent	word	0.327149311580648
7	nonword	absent	nonword	0.475922574819084
7	word	present	word	0.297772655306954
7	nonword	present	nonword	0.374422963254554
7	word	present	word	0.440620005598667
7	word	absent	word	0.279082092074681
7	nonword	absent	nonword	0.452514488840725
7	word	absent	nonword	0.3155395657325
7	word	present	word	0.480788924648724
7	nonword	absent	nonword	0.314682535906887
7	nonword	absent	nonword	0.559196876808878
7	word	present	word	0.294573792515545
7	nonword	absent	nonword	0.333349723633326
7	nonword	present	nonword	0.543677123765257
7	nonword	present	nonword	0.438927249893707
7	word	present	word	0.651446212340699
7	nonword	present	nonword	0.473255751186254
7	nonword	absent	nonword	0.257957027137228
7	nonword	present	nonword	0.382330294525977
7	nonword	present	nonword	0.26953768783612
7	nonword	absent	nonword	0.311020545398088
7	word	present	word	0.295958482954403
7	word	present	word	0.622350027324735
7	word	present	word	0.693235006123702
7	word	absent	word	0.416836189055525
7	word	present	word	0.278624872875339
7	nonword	absent	nonword	0.578551656887339
7	nonword	absent	nonword	0.604965185717777
7	nonword	present	word	0.611322008918034
7	nonword	absent	nonword	0.411486758153505
7	word	absent	word	0.597532861773961
7	word	absent	word	0.410688006391811
7	word	absent	word	0.387983419885103
7	word	absent	word	0.396908090439805
7	word	absent	word	0.298818529396771
7	word	absent	word	0.59646957376527
7	nonword	present	nonword	0.333595558671693
7	word	present	word	0.335523395454424
7	word	present	word	0.373746568582383
7	nonword	absent	nonword	0.708646542179657
7	word	absent	word	0.464625438910697
7	word	present	word	0.345231035642776
7	word	present	word	0.57930235340611
7	nonword	absent	nonword	0.49895685962909
7	nonword	absent	nonword	0.758552299740931
7	word	present	word	0.417654013064353
7	word	absent	word	0.272350614253917
7	nonword	present	nonword	0.692589078469317
7	word	present	word	0.286897141934804
7	nonword	absent	nonword	0.658113429222802
7	word	present	word	0.565204020556433
7	word	present	word	0.315299080920423
7	nonword	present	nonword	0.670302108514353
7	nonword	present	word	0.272801375270904
7	nonword	present	nonword	0.549938404410376
7	nonword	present	nonword	0.388603561861988
7	word	absent	word	0.40885747473891
7	nonword	absent	nonword	0.313966265345412
7	word	present	word	0.28956499851477
7	nonword	present	nonword	0.45027617531808
7	nonword	present	nonword	0.500736390219015
7	nonword	absent	nonword	0.43417705243162
7	nonword	present	nonword	0.582784927691095
7	nonword	present	nonword	0.333149908129113
7	nonword	present	nonword	0.531572096089349
7	nonword	present	nonword	0.523967638437041
7	word	absent	word	0.348318093085336
7	nonword	present	nonword	0.272644911522439
7	nonword	absent	nonword	0.305855865233405
7	word	absent	word	0.286095860782757
7	nonword	absent	word	0.351427721591933
7	nonword	present	nonword	0.62779272521824
7	word	present	word	0.321588824585956
7	word	absent	word	0.356622560770894
7	word	absent	word	0.362767120816976
7	nonword	absent	nonword	0.374943641455274
7	nonword	absent	nonword	0.60600550437567
7	word	present	word	0.364919810483412
7	nonword	absent	nonword	0.413430092924059
7	word	absent	nonword	0.351594797581312
7	word	absent	word	0.596464435931801
7	nonword	present	word	0.443217716989562
7	word	present	word	0.472213839038828
7	nonword	absent	nonword	0.698349298727101
7	word	absent	word	0.295096502127307
7	nonword	absent	nonword	0.356257275275041
7	word	present	word	0.266558367156469
7	nonword	absent	word	0.390646637585049
7	nonword	absent	nonword	0.309956643897593
7	nonword	absent	word	0.38654057712505
7	word	present	word	0.274958650953203
7	nonword	present	nonword	0.269039551744463
7	word	absent	nonword	0.852200270098155
7	nonword	absent	nonword	0.42081606531152
7	nonword	absent	nonword	0.288467463635856
7	nonword	absent	nonword	0.522705793012253
7	word	absent	word	0.270379397101591
7	nonword	present	nonword	0.286828535713688
7	nonword	present	nonword	0.364532596719152
7	nonword	absent	nonword	0.431538801145167
7	word	absent	word	0.374936601241955
7	word	present	word	0.483995083682189
7	nonword	present	nonword	0.489869940530761
7	word	present	word	0.402895835703728
7	word	absent	nonword	0.298985151597246
7	nonword	present	nonword	0.282670493368191
7	word	present	word	0.273052602689085
7	nonword	present	word	0.344556576918062
7	nonword	absent	word	0.280293669475979
7	nonword	absent	word	0.317141141408525
7	nonword	present	nonword	0.550197693274927
7	word	absent	word	0.302271473826159
7	word	present	word	0.259088135988526
7	word	present	word	0.311363922043776
7	nonword	absent	nonword	0.414651348146309
7	word	present	word	0.348616024963867
7	nonword	present	nonword	0.352550288368749
7	nonword	present	nonword	0.414214559078227
7	nonword	present	nonword	0.346824900134683
7	nonword	present	nonword	0.403633978415792
7	nonword	absent	nonword	0.410730325103352
7	nonword	present	nonword	0.342545917192367
7	word	present	word	0.288340554497107
7	word	present	word	0.297850542701803
7	nonword	present	nonword	0.277062011247408
7	nonword	present	nonword	0.394931404757812
7	nonword	absent	nonword	0.296260815488757
7	word	absent	nonword	0.431548312515408
7	nonword	absent	word	0.29000915648595
7	nonword	present	nonword	0.475871588200495
7	nonword	present	nonword	0.302731872836415
7	nonword	absent	nonword	0.32031647866884
7	nonword	present	nonword	0.358711191332376
7	word	present	nonword	0.674811745643952
7	nonword	present	nonword	0.389702968561774
7	word	present	word	0.357642229067055
7	word	absent	word	0.501998418917998
7	word	absent	word	0.390397474405913
7	nonword	absent	nonword	0.268878211101102
7	nonword	present	nonword	0.48059327319026
7	word	absent	word	0.725282372719406
7	word	absent	word	0.429640543278059
7	nonword	absent	nonword	0.411236487333933
7	nonword	absent	nonword	0.418770101000027
7	word	absent	word	0.44507569746855
7	word	present	word	0.369288960157598
7	nonword	present	nonword	0.436406277002714
7	nonword	present	nonword	0.521813513732388
7	nonword	present	word	0.443604071251155
7	nonword	absent	word	0.414649507936574
7	nonword	absent	nonword	0.37678032470713
7	word	present	word	0.435068229460855
7	nonword	absent	nonword	0.35736586507708
7	word	present	word	0.26716101137077
7	nonword	absent	nonword	0.425052102697512
7	nonword	absent	nonword	0.312678088668911
7	word	absent	word	0.304945866268788
7	nonword	absent	word	0.321745106199105
7	word	present	word	0.916689223987964
7	word	present	word	0.438688523416551
7	word	absent	nonword	0.397327922864954
7	nonword	absent	nonword	0.724766506877659
7	nonword	absent	nonword	0.575992411956899
7	nonword	present	nonword	0.463512158158813
7	nonword	absent	nonword	0.499357666770432
7	word	present	word	0.366525819063837
7	word	present	word	0.363064558826323
7	nonword	absent	nonword	0.543377519967518
7	word	present	word	0.293598050549722
7	word	absent	word	0.353992367931487
7	word	absent	word	0.273560601774437
7	word	absent	word	0.273155242030656
7	word	absent	word	0.41799371438881
7	word	absent	word	0.324022520705969
7	word	absent	nonword	0.284649427256337
7	nonword	present	nonword	0.329786615633647
8	nonword	present	nonword	0.149072338949862
8	nonword	present	nonword	0.302113541276954
8	nonword	present	word	0.128912885783519
8	word	present	word	0.130081438021907
8	nonword	absent	nonword	0.780291831635395
8	word	present	word	0.461411415396778
8	word	present	word	0.239628643931322
8	nonword	present	word	0.498247136630987
8	nonword	present	nonword	0.290779738600283
8	nonword	present	nonword	0.221012649216338
8	nonword	absent	nonword	0.293339276008606
8	word	absent	word	0.196250058013354
8	nonword	present	word	0.31431267489569
8	nonword	absent	nonword	0.332029460563684
8	word	absent	word	0.15874448687998
8	word	absent	word	0.166770205741853
8	nonword	present	nonword	0.314188295755512
8	word	present	word	0.220369927901668
8	nonword	present	nonword	0.519232541415986
8	nonword	absent	nonword	0.384930325628872
8	word	absent	word	0.115215447619711
8	nonword	present	nonword	0.273894288797401
8	nonword	present	word	0.158666493084511
8	word	present	word	0.252147119065926
8	nonword	absent	nonword	0.349819458993793
8	nonword	present	nonword	0.464374305757273
8	word	absent	word	0.204177835965515
8	word	present	word	0.430614569287305
8	nonword	present	nonword	0.16272885895764
8	nonword	absent	nonword	0.237788587084282
8	word	absent	word	0.284722181127717
8	nonword	absent	nonword	0.303109194610993
8	word	absent	word	0.14771402743425
8	nonword	present	nonword	0.151681858033244
8	nonword	absent	nonword	0.278097084504834
8	word	present	word	0.186559573268263
8	word	present	word	0.135148752871784
8	word	absent	word	0.20061237609702
8	nonword	absent	nonword	0.20650126181402
8	word	absent	word	0.248194065448972
8	word	present	nonword	0.264588935469221
8	nonword	absent	nonword	0.206564089927128
8	nonword	absent	nonword	0.223218370987241
8	word	absent	word	0.372164768178705
8	word	present	word	0.13770708452964
8	nonword	absent	nonword	0.167958634521869
8	nonword	absent	nonword	0.262963196393093
8	word	present	word	0.226091993645699
8	word	present	word	0.123783697725778
8	word	present	word	0.420085579248934
8	word	present	nonword	0.253841514561614
8	nonword	present	nonword	0.324079021672925
8	word	absent	word	0.199883141901234
8	nonword	present	word	0.165997885918704
8	nonword	absent	word	0.22568971996173
8	word	present	word	0.344443818060661
8	word	absent	word	0.128061493474594
8	word	present	word	0.167837599961949
8	word	present	word	0.138596662192318
8	nonword	absent	word	0.510340989636761
8	nonword	absent	nonword	0.240880890009047
8	word	absent	word	0.156118377571053
8	word	absent	word	0.199183073179478
8	word	present	word	0.254465956695575
8	word	present	nonword	0.273607513062439
8	word	present	word	0.208319477569196
8	nonword	absent	nonword	0.180616810081283
8	nonword	absent	nonword	0.272011047359632
8	word	absent	word	0.281299847788805
8	word	present	word	0.322945451191691
8	word	present	word	0.143827791289401
8	word	absent	word	0.159799705718081
8	nonword	present	word	0.124510632069259
8	word	absent	word	0.368708603726551
8	word	absent	word	0.201794226199272
8	word	present	word	0.372993619898085
8	word	absent	word	0.234716539871081
8	nonword	absent	nonword	0.214677991133355
8	word	absent	word	0.304185883871736
8	word	present	word	0.162343009689302
8	nonword	present	nonword	0.289259545701877
8	word	present	word	0.392434163948969
8	nonword	absent	nonword	0.165764336167168
8	nonword	present	nonword	0.198299371106229
8	nonword	present	word	0.129601833067972
8	nonword	absent	nonword	0.183803423138999
8	nonword	present	nonword	0.183860422953211
8	word	absent	nonword	0.242709975050376
8	word	absent	word	0.736134257878857
8	word	present	word	0.224353802197115
8	nonword	absent	nonword	0.222076162605808
8	nonword	present	nonword	0.376567431539635
8	word	present	word	0.136629498871382
8	nonword	present	nonword	0.173728344427912
8	word	absent	word	0.287947335547743
8	word	present	word	0.446092921910638
8	nonword	present	nonword	0.412700662638037
8	word	absent	word	0.136228958794618
8	word	absent	word	0.147170828501878
8	nonword	absent	nonword	0.186614010683767
8	word	present	word	0.189593363633111
8	nonword	present	nonword	0.326672893480558
8	word	present	word	0.189838628362836
8	word	present	word	0.14375653955304
8	nonword	absent	nonword	0.262243688781598
8	word	absent	nonword	0.311399944752095
8	word	present	word	0.337051340623281
8	nonword	absent	nonword	0.174078913111092
8	word	absent	word	0.132519688807313
8	word	present	word	0.531934944552585
8	nonword	absent	nonword	0.335332933785168
8	nonword	present	nonword	0.289668317743009
8	nonword	absent	nonword	0.29553569708789
8	nonword	absent	nonword	0.199721587966001
8	word	absent	word	0.308212754752454
8	nonword	present	word	0.141609386314286
8	nonword	present	nonword	0.232308985905303
8	nonword	present	nonword	0.30567284278848
8	nonword	absent	word	0.273712140231803
8	nonword	absent	nonword	0.15488437159153
8	word	absent	word	0.443455058944338
8	word	present	word	0.301437566348954
8	word	present	word	0.25859405794198
8	word	present	nonword	0.332019912445298
8	word	present	word	0.227633362154611
8	nonword	absent	word	0.278635740512589
8	word	present	nonword	0.38852766618853
8	nonword	absent	nonword	0.351698833383119
8	nonword	absent	nonword	0.28419530634422
8	word	present	word	0.106261755198212
8	word	present	word	0.119416669529375
8	word	absent	word	0.494288761091619
8	nonword	present	nonword	0.421448576693504
8	word	absent	word	0.214816042500269
8	word	present	word	0.163756096508766
8	word	present	word	0.188074436603321
8	nonword	present	nonword	0.22002797589819
8	word	absent	word	0.199199345030731
8	nonword	present	word	0.221792803222471
8	word	present	word	0.203773848045589
8	nonword	present	nonword	0.318551711697534
8	nonword	present	nonword	0.359943385400017
8	word	absent	nonword	0.414645009418997
8	word	absent	nonword	0.212903636991656
8	nonword	present	word	0.147701007342598
8	nonword	present	nonword	0.11923501931354
8	nonword	absent	word	0.178124233992259
8	word	absent	word	0.23392341786683
8	word	absent	word	0.190498574159797
8	word	present	word	0.2328154170041
8	word	absent	word	0.137440268897993
8	word	absent	word	0.186995659178343
8	word	present	word	0.200287413773401
8	word	present	word	0.235179114276583
8	word	present	word	0.484665817030122
8	nonword	absent	nonword	0.204675242874031
8	nonword	absent	nonword	0.254190115964003
8	word	present	word	0.36163463764648
8	nonword	absent	nonword	0.480164455350249
8	nonword	present	nonword	0.259804517267561
8	nonword	absent	nonword	0.325182887410224
8	word	present	word	0.468537700974162
8	nonword	present	word	0.323647757784177
8	nonword	absent	nonword	0.162454866978759
8	word	present	word	0.347140858347844
8	word	present	word	0.444437920506866
8	nonword	present	nonword	1.18108422369001
8	nonword	present	nonword	0.176753749573946
8	nonword	absent	nonword	0.17412220256138
8	word	present	word	0.183519926644272
8	word	present	word	0.164003096795971
8	word	present	word	0.242266594167823
8	nonword	absent	nonword	0.152605105336391
8	word	present	word	0.146372158869722
8	word	present	word	0.175420956666185
8	nonword	absent	nonword	0.129625680610089
8	nonword	present	nonword	0.252480000635366
8	nonword	absent	nonword	0.297150592753655
8	nonword	absent	nonword	0.160773515762705
8	word	absent	word	0.245536114275284
8	word	present	word	0.171591716392721
8	word	present	word	0.163534932961697
8	nonword	present	nonword	0.420891021110863
8	nonword	absent	nonword	0.21965964213934
8	word	absent	word	0.438236417489396
8	nonword	absent	nonword	0.220879668544692
8	nonword	present	nonword	0.202627364395891
8	word	present	nonword	0.119464126143235
8	nonword	absent	nonword	0.15849127967757
8	nonword	absent	nonword	0.254216479215798
8	nonword	present	nonword	0.169549775210824
8	word	absent	word	0.129603430248969
8	nonword	absent	nonword	0.149133095675578
8	word	present	word	0.21059277882902
8	word	absent	word	0.233830291848613
8	nonword	absent	nonword	0.433908577885258
8	nonword	absent	word	0.306789461751363
8	nonword	present	nonword	0.588452081399703
8	nonword	present	word	0.25949881505208
8	word	absent	word	0.217864312439665
8	nonword	present	nonword	0.222793614815123
8	word	absent	word	0.433972171374703
8	word	absent	word	0.172973056634283
8	word	present	word	0.15822180523492
8	word	absent	word	0.14077363552041
